,Date,Heures,Consommation,Fioul,Charbon,Gaz,nucleaire,Eolien,Solaire,Hydraulique,Pompage,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Autres,Gaz - TAC,Gaz - CCG,Gaz - Autres,Hydraulique - Lacs,Hydraulique - STEP turbinage, Stockage batterie,Eolien terrestre,Eolien offshore
France,2022-02-11,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,10:00,74286,114,1620,8555,46676,1783,2602,11475,-10,326,74,-1190,1306,-972,-1440,1998,0,16,129,4773,2136,3723,1823,0,0,0
France,2022-02-11,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,10:30,73355,113,1621,8563,46674,1443,3556,11077,-10,-829,74,-1190,1306,-972,-1440,1998,0,13,130,4864,2062,3484,1794,0,0,0
France,2022-02-11,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,11:00,72414,114,1636,8526,46671,1174,4405,9450,-9,-703,75,356,1650,-1849,-2134,2171,0,14,130,4860,2038,2391,1431,0,0,0
France,2022-02-11,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,11:30,71950,117,1607,8499,46660,1029,5237,8096,-10,-441,75,356,1650,-1849,-2134,2171,0,14,129,4838,2032,1763,1194,0,0,0
France,2022-02-11,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,12:00,71728,116,1572,8152,46639,1061,5718,7304,-10,16,73,315,1274,-446,-2875,2422,0,17,128,4563,1984,1505,821,0,0,0
France,2022-02-11,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,12:30,71276,117,1260,7905,46482,1144,5999,6772,-10,448,69,315,1274,-446,-2875,2422,0,17,128,4305,1991,1432,529,0,0,0
France,2022-02-11,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,13:00,70840,116,1186,7841,46435,1360,6161,6508,-10,80,67,693,1385,-1691,-3200,1305,0,17,124,4257,1981,1241,502,0,0,0
France,2022-02-11,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,13:30,69008,115,1143,7461,46448,1397,6416,6683,-12,-1808,65,693,1385,-1691,-3200,1302,0,17,128,3951,1907,1147,780,0,0,0
France,2022-02-11,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,14:00,67588,112,1046,7511,46488,1477,6380,5642,-31,-2204,64,465,1114,-2825,-3200,2445,0,17,128,4016,1896,948,274,0,0,0
France,2022-02-11,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,14:30,66342,116,1051,7482,46524,1558,6205,5240,-40,-2971,65,465,1114,-2825,-3200,2445,0,17,128,3960,1924,671,291,0,0,0
France,2022-02-11,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,15:00,64681,115,1004,7145,46303,1544,5873,4913,-536,-2863,64,581,597,-2825,-3200,1533,0,17,128,3652,1896,558,168,0,0,0
France,2022-02-11,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,15:30,63733,113,1149,7384,46397,1560,5241,4890,-853,-3326,68,581,597,-2825,-3200,1361,0,17,128,3875,1917,517,211,0,0,0
France,2022-02-11,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,16:00,62841,111,1273,7537,46364,1551,4473,4853,-1026,-3483,71,315,1592,-2825,-3200,17,0,17,129,4039,1897,460,276,0,0,0
France,2022-02-11,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,16:30,62281,114,1385,7695,46398,1595,3394,5426,-1025,-3892,74,315,1592,-2825,-3200,-136,0,17,129,4198,1891,510,589,0,0,0
France,2022-02-11,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,17:00,62269,113,1463,7713,46450,1594,2193,5896,-58,-4286,75,375,493,-2644,-3181,1323,0,17,129,4199,1907,900,527,0,0,0
France,2022-02-11,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,17:30,63090,114,1597,8027,46455,1560,999,7039,-9,-3894,78,375,493,-2644,-3181,741,0,17,129,4379,2035,1447,599,0,0,0
France,2022-02-11,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,18:00,65223,114,1489,8381,46515,1562,205,9792,-9,-4018,76,725,2253,-2505,-2098,1623,0,17,129,4712,2044,2536,1918,0,0,0
France,2022-02-11,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,18:30,69099,115,1459,8498,46475,1658,5,10313,-9,-615,76,725,2253,-2505,-2098,1619,0,17,130,4824,2047,2648,1992,0,0,0
France,2022-02-11,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,19:00,71915,114,1485,8660,46552,1840,3,11985,-9,96,75,934,559,-2493,-1098,2974,0,17,130,4980,2049,3370,2672,0,0,0
France,2022-02-11,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,19:30,71973,113,1415,8607,46512,2043,4,11795,-9,308,74,934,559,-2493,-1098,3047,0,17,130,4927,2048,3632,2161,0,0,0
France,2022-02-11,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,20:00,71016,113,1058,8474,46476,2264,3,11112,-10,341,69,1506,-3044,-2528,-1319,5325,0,17,130,4770,2067,3280,1751,0,0,0
France,2022-02-11,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,20:30,69699,115,1079,8419,46556,2425,3,9882,-10,30,70,1506,-3044,-2528,-1319,5546,0,17,127,4807,2038,2092,1760,0,0,0
France,2022-02-11,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,21:00,68218,114,1042,8311,46517,2604,1,8808,-10,-367,70,1888,-3100,-2711,-2816,6410,0,17,127,4680,2061,1822,1067,0,0,0
France,2022-02-11,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,21:30,67030,113,1093,8218,46574,2851,2,7789,-10,-775,71,1888,-3100,-2711,-2816,6411,0,17,127,4615,2027,1318,898,0,0,0
France,2022-02-11,21:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,22:00,66068,114,1056,8007,46525,2945,2,6863,-96,-530,71,2011,-3100,-1612,-2697,5677,0,17,127,4408,2014,882,603,0,0,0
France,2022-02-11,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,22:30,66465,114,1127,8074,46562,3082,2,6562,-96,-145,72,2011,-3100,-1612,-2697,5935,0,17,126,4451,2016,720,626,0,0,0
France,2022-02-11,22:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,23:00,68450,115,1104,8204,46361,3344,1,7942,-10,212,71,1948,-3136,207,-2091,5930,0,17,125,4589,2008,1754,1000,0,0,0
France,2022-02-11,23:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-11,23:30,67922,113,1063,8555,45290,3521,1,6344,-9,1863,74,1948,-3136,207,-2091,5930,0,17,127,4846,2109,884,603,0,0,0
France,2022-02-11,23:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,00:00,67649,115,725,8521,44328,3553,1,6539,-10,2702,70,1975,-2935,-1257,-3200,6964,0,17,127,4819,2101,1025,585,0,0,0
France,2022-02-12,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,00:30,66486,114,669,8269,43993,3481,1,7365,-83,1498,68,1975,-2935,-1257,-3200,7039,0,17,125,4645,2066,1771,741,0,0,0
France,2022-02-12,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,01:00,64450,114,648,7860,43666,3628,1,5998,-231,1594,68,1423,-3080,-1344,-3200,7253,0,17,125,4225,2078,823,596,0,0,0
France,2022-02-12,01:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,01:30,64433,113,687,7967,43923,3755,1,6005,-231,1037,68,1423,-3080,-1344,-3200,7255,0,17,126,4341,2080,820,896,0,0,0
France,2022-02-12,01:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,02:00,64111,115,649,7568,43846,4028,1,5597,-19,1146,66,1191,-3000,-1418,-3200,7682,0,17,127,3949,2074,770,611,0,0,0
France,2022-02-12,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,02:30,63459,115,664,6903,43905,4082,1,5057,-111,1663,64,1191,-3000,-1418,-3200,7853,0,17,124,3279,2079,462,554,0,0,0
France,2022-02-12,02:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,03:00,61904,114,648,6840,43724,4081,1,4891,-436,856,64,1763,-2799,-3298,-3200,7318,0,17,126,3210,2086,486,459,0,0,0
France,2022-02-12,03:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,03:30,61169,113,680,7078,43885,4083,1,4941,-647,-164,66,1763,-2799,-3298,-3200,7413,0,17,129,3408,2119,425,640,0,0,0
France,2022-02-12,03:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,04:00,60346,115,699,6858,43934,4113,1,4295,-1215,350,66,1863,-2799,-3298,-3200,8064,0,17,130,3244,2060,247,152,0,0,0
France,2022-02-12,04:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,04:30,60063,114,660,6832,43620,4181,1,3992,-1221,701,66,1863,-2799,-3298,-3200,8064,0,17,129,3195,2093,188,9,0,0,0
France,2022-02-12,04:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,05:00,60171,113,650,7130,43634,4176,1,4008,-1304,583,68,1964,-2799,-3298,-3200,8426,0,17,127,3442,2146,185,9,0,0,0
France,2022-02-12,05:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,05:30,61315,113,642,7373,43829,4209,1,4032,-1090,1030,68,1964,-2799,-3298,-3200,8443,0,17,130,3676,2152,201,9,0,0,0
France,2022-02-12,05:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,06:00,61934,115,648,7395,43854,4400,1,4142,-917,1114,68,1974,-2305,-2763,-2979,8026,0,17,128,3719,2131,267,16,0,0,0
France,2022-02-12,06:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,06:30,63354,114,855,7113,43809,4603,1,4515,-491,1657,68,1974,-2305,-2763,-2979,8026,0,17,124,3443,2122,465,58,0,0,0
France,2022-02-12,06:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,07:00,64692,114,1028,7424,44002,4561,1,4719,-405,2084,72,2014,-1560,-706,-2676,5412,0,17,124,3759,2115,574,118,0,0,0
France,2022-02-12,07:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,07:30,65881,114,1049,7525,43989,4806,1,5235,-9,1976,71,2014,-1560,-706,-2676,5412,0,17,126,3856,2112,637,197,0,0,0
France,2022-02-12,07:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,08:00,66822,116,1059,7702,44040,4940,33,5512,-9,2193,71,2014,-989,-1557,-2536,5916,0,17,125,4032,2110,756,213,0,0,0
France,2022-02-12,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,08:30,67985,114,1082,7519,43920,5071,389,6280,-10,2389,70,2014,-989,-1557,-2536,5916,0,17,126,3868,2099,1200,202,0,0,0
France,2022-02-12,08:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,09:00,69469,114,1094,7657,43936,5112,1205,6673,-10,2460,69,1892,-1310,-747,-2335,3851,0,17,126,3995,2099,1279,271,0,0,0
France,2022-02-12,09:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,09:30,70053,114,1164,7777,43841,4903,2290,7605,-10,1141,69,1892,-1310,-747,-2335,3851,0,17,127,4090,2127,1639,576,0,0,0
France,2022-02-12,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,10:00,69952,114,1164,7532,43888,4554,3391,7088,-10,996,68,428,-2289,63,-2625,4425,0,17,127,3866,2112,1452,369,0,0,0
France,2022-02-12,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,10:30,69232,113,1111,7790,43883,4079,4319,6607,-10,98,68,428,-2289,63,-2625,4425,0,17,126,4167,2065,1249,388,0,0,0
France,2022-02-12,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,11:00,68475,113,1096,7658,43758,3781,5074,5874,-10,-106,68,-26,-2785,-1347,-2736,6327,0,17,126,4004,2101,895,246,0,0,0
France,2022-02-12,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,11:30,67978,115,1105,7793,43993,3759,5734,5170,-10,-918,68,-26,-2785,-1347,-2736,6327,0,17,126,4134,2104,518,199,0,0,0
France,2022-02-12,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,12:00,67889,113,1006,7280,43887,3869,6293,4633,-10,-422,65,-14,-2041,-212,-2440,5459,0,17,126,3609,2120,355,127,0,0,0
France,2022-02-12,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,12:30,67801,114,985,6926,43496,3897,6607,4266,-20,271,63,-14,-2041,-212,-2440,5459,0,17,126,3262,2121,215,229,0,0,0
France,2022-02-12,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,13:00,67554,113,972,6949,43431,3925,6812,4150,-18,-26,63,-290,-2865,-775,-2736,4938,0,17,126,3301,2108,191,208,0,0,0
France,2022-02-12,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,13:30,65123,115,976,6830,43495,3976,6807,4130,-104,-2365,63,-290,-2865,-775,-2736,4938,0,19,126,3273,2023,294,228,0,0,0
France,2022-02-12,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,14:00,63002,113,818,6569,43326,3924,6636,3680,-909,-2418,61,-503,-3000,-976,-2978,4150,0,19,126,2994,2042,295,58,0,0,0
France,2022-02-12,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,14:30,61282,115,865,6912,43681,3809,6294,3683,-1189,-4169,63,-503,-3000,-976,-2978,4150,0,21,125,3321,2055,269,108,0,0,0
France,2022-02-12,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,15:00,59693,115,723,6915,43389,3561,5816,3579,-1425,-4261,63,-437,-2800,-3106,-3130,5558,0,21,125,3342,2040,253,100,0,0,0
France,2022-02-12,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,15:30,58769,116,691,7136,43253,3367,5152,3481,-1907,-3805,65,-437,-2800,-3106,-3130,5558,0,21,125,3570,2055,261,9,0,0,0
France,2022-02-12,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,16:00,57943,114,687,7365,43222,3254,4248,3464,-1763,-3920,67,-778,-2800,-3054,-3200,6476,0,21,125,3806,2049,223,17,0,0,0
France,2022-02-12,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,16:30,57412,114,667,7322,42928,3064,3198,4112,-1689,-3587,67,-778,-2800,-3054,-3200,6076,0,21,125,3712,2103,442,245,0,0,0
France,2022-02-12,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,17:00,57634,114,689,7724,43298,2893,1985,4609,-1234,-3724,70,-742,-2236,-2749,-3195,4993,0,21,125,4107,2104,577,366,0,0,0
France,2022-02-12,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,17:30,58676,116,920,7784,43296,3003,946,4578,-58,-3184,73,-742,-2236,-2749,-3195,4654,0,21,126,4175,2088,317,315,0,0,0
France,2022-02-12,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,18:00,60680,113,1134,8056,43469,3360,215,6840,-63,-3714,75,-1775,0,-2726,-2104,5705,0,21,126,4421,2087,1266,1420,0,0,0
France,2022-02-12,18:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,18:30,64432,113,1069,7845,43959,3986,8,7500,-65,-1227,71,-1775,0,-2726,-2104,6072,0,21,123,4214,2086,1451,1404,0,0,0
France,2022-02-12,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,19:00,67638,114,1184,8324,44031,4733,4,9085,-51,-1021,72,-1293,-791,-2580,-1604,5114,0,21,124,4716,2067,2474,1713,0,0,0
France,2022-02-12,19:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,19:30,67963,115,1191,8423,44127,5501,4,8819,-9,-1458,72,-1293,-791,-2580,-1604,5114,0,21,125,4765,2118,2499,1067,0,0,0
France,2022-02-12,19:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,20:00,67746,113,1123,8084,44153,5999,3,8710,-9,-1684,69,-560,-3388,-1379,-2455,5421,0,21,126,4447,2096,2458,927,0,0,0
France,2022-02-12,20:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,20:30,66807,113,1067,8234,44054,6449,3,8238,-15,-2577,69,-560,-3388,-1379,-2455,5421,0,21,126,4628,2062,2333,922,0,0,0
France,2022-02-12,20:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,21:00,65572,114,998,8110,43996,6626,3,7290,-221,-2584,69,1065,-3300,-1139,-3171,4419,0,21,126,4505,2059,1865,595,0,0,0
France,2022-02-12,21:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,21:30,64597,113,1088,8066,44016,6820,2,5568,-221,-2125,71,1065,-3300,-1139,-3171,4419,0,21,126,4518,2045,588,392,0,0,0
France,2022-02-12,21:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,22:00,63684,113,1056,7696,43666,7050,1,5221,-308,-2073,70,10,-3000,656,-3200,4865,0,21,126,4183,2024,418,312,0,0,0
France,2022-02-12,22:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,22:30,64455,112,1055,7649,43705,6959,1,5068,-96,-1263,69,10,-3000,656,-3200,4865,0,21,126,4177,1984,347,417,0,0,0
France,2022-02-12,22:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,23:00,66354,113,1063,7975,43805,7180,1,5524,-10,-559,70,39,-3000,893,-3078,5224,0,21,128,4359,2102,742,526,0,0,0
France,2022-02-12,23:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-12,23:30,65937,112,1051,7921,43795,7265,1,4853,-10,-321,71,39,-3000,893,-3078,5224,0,21,123,4310,2102,342,341,0,0,0
France,2022-02-12,23:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,00:00,66191,113,1049,7919,43777,7273,1,4794,-11,22,71,446,-2369,-2974,-2681,6595,0,21,126,4328,2106,642,159,0,0,0
France,2022-02-13,00:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,00:30,64953,113,1098,7176,43991,7261,1,5344,-154,-1140,67,446,-2369,-2974,-2681,6595,0,21,128,3731,1985,944,459,0,0,0
France,2022-02-13,00:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,01:00,62906,114,1000,6599,43599,7191,1,4828,-176,-1509,64,755,-2491,-2973,-3008,7557,0,21,126,3320,1824,589,421,0,0,0
France,2022-02-13,01:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,01:30,62962,112,926,5637,43104,7222,1,5009,-76,-254,58,755,-2491,-2973,-3008,7557,0,21,124,2385,1796,691,464,0,0,0
France,2022-02-13,01:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,02:00,62327,114,656,5388,42363,7155,1,5135,-71,312,53,971,-2543,-2380,-3162,7573,0,21,127,2211,1716,798,595,0,0,0
France,2022-02-13,02:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,02:30,61871,114,672,4796,42490,7353,1,4920,-48,298,50,971,-2543,-2380,-3162,7573,0,21,127,1784,1552,850,496,0,0,0
France,2022-02-13,02:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,03:00,60127,114,639,4549,42244,7412,1,4344,-583,133,50,1197,-2543,-3350,-3200,7918,0,21,127,1516,1576,698,89,0,0,0
France,2022-02-13,03:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,03:30,59229,113,637,4382,42236,7750,1,3808,-752,-219,49,1197,-2543,-3350,-3200,7918,0,21,127,1344,1583,265,83,0,0,0
France,2022-02-13,03:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,04:00,58145,115,626,4234,41810,7883,1,3616,-1273,-142,49,988,-2821,-3355,-3200,8222,0,21,127,1183,1594,196,67,0,0,0
France,2022-02-13,04:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,04:30,57722,114,642,4078,42078,8053,1,3511,-1778,-255,49,988,-2821,-3355,-3200,8222,0,21,127,1037,1583,195,8,0,0,0
France,2022-02-13,04:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,05:00,57318,115,615,3927,41877,8280,1,3483,-1979,-279,47,1374,-2672,-3355,-3200,7663,0,21,127,904,1566,185,7,0,0,0
France,2022-02-13,05:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,05:30,58006,112,648,4119,42166,8571,1,3549,-2196,-244,49,1374,-2672,-3355,-3200,7663,0,21,127,1090,1571,254,8,0,0,0
France,2022-02-13,05:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,06:00,58112,113,649,4124,42197,8848,1,3461,-2202,-360,48,881,-2257,-3355,-3200,7808,0,21,127,1088,1579,148,17,0,0,0
France,2022-02-13,06:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,06:30,59073,112,657,4157,42377,9264,1,3513,-2060,-221,48,881,-2257,-3355,-3200,7808,0,21,127,1114,1583,96,111,0,0,0
France,2022-02-13,06:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,07:00,59540,114,655,4113,42386,9593,1,3519,-2035,-61,48,551,-2155,-3229,-3148,6378,0,21,127,1114,1579,102,110,0,0,0
France,2022-02-13,07:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,07:30,60432,112,662,4184,42816,10024,1,4033,-1233,-1423,46,551,-2155,-3229,-3148,6378,0,21,127,1211,1583,264,114,0,0,0
France,2022-02-13,07:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,08:00,60767,114,887,4158,42775,10171,16,4136,-1242,-1504,49,-832,-954,-3264,-2910,6409,0,21,127,1198,1569,291,155,0,0,0
France,2022-02-13,08:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,08:30,61472,112,1017,3748,42732,10260,395,4285,-604,-1745,48,-832,-954,-3264,-2910,6409,0,21,127,799,1560,348,335,0,0,0
France,2022-02-13,08:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,09:00,62662,114,1025,3763,42757,10303,1245,4313,-601,-1534,48,-2014,-1261,-2921,-3091,6989,0,21,127,808,1565,305,488,0,0,0
France,2022-02-13,09:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,09:30,63492,113,1028,3731,42603,10278,2333,4824,-381,-2299,47,-2014,-1261,-2921,-3091,6989,0,21,126,759,1587,709,442,0,0,0
France,2022-02-13,09:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,10:00,63791,113,1002,3640,42552,10104,3388,4588,-406,-2458,45,-1784,-2158,-3156,-3200,8038,0,21,126,679,1580,560,344,0,0,0
France,2022-02-13,10:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,10:30,63864,112,1051,3752,42616,9858,4324,4065,-934,-2259,47,-1784,-2158,-3156,-3200,8038,0,21,124,801,1573,378,96,0,0,0
France,2022-02-13,10:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,11:00,63538,114,872,3638,42546,9971,5012,3781,-1319,-2357,44,-1685,-1696,-2884,-3128,7946,0,21,124,696,1569,258,62,0,0,0
France,2022-02-13,11:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,11:30,63643,114,640,3707,42144,10417,5597,3750,-2379,-1636,41,-1685,-1696,-2884,-3128,7946,0,21,123,746,1578,413,8,0,0,0
France,2022-02-13,11:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,12:00,63983,113,628,3691,41775,10922,5962,3584,-2421,-1566,41,-1964,-662,-3027,-2820,8143,0,21,122,712,1578,281,8,0,0,0
France,2022-02-13,12:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,12:30,64265,113,613,3521,40760,11762,6220,3409,-2752,-687,40,-1964,-662,-3027,-2820,8143,0,21,122,594,1529,265,8,0,0,0
France,2022-02-13,12:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,13:00,64183,112,625,3582,40626,12456,6205,3217,-2868,-1085,40,-1939,-1788,-3411,-3200,7993,0,21,121,633,1562,144,8,0,0,0
France,2022-02-13,13:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,13:30,61852,115,638,3370,40825,12797,6080,2885,-3270,-2897,40,-1939,-1788,-3411,-3200,7993,0,21,121,436,1560,88,7,0,0,0
France,2022-02-13,13:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,14:00,59712,113,609,3335,39369,13154,5813,2813,-3598,-3197,40,-2014,-1706,-3411,-3200,6096,0,21,120,390,1567,80,8,0,0,0
France,2022-02-13,14:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,14:30,58141,114,649,3402,39521,13479,5362,2790,-3704,-4785,41,-2014,-1706,-3411,-3200,6096,0,21,120,446,1561,82,8,0,0,0
France,2022-02-13,14:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,15:00,56705,113,618,3338,38768,13803,4705,2768,-3703,-5008,41,-2014,0,-3326,-3200,2610,0,21,120,396,1550,70,8,0,0,0
France,2022-02-13,15:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,15:30,55863,115,672,3441,39662,14055,3926,2762,-3863,-6208,42,-2014,0,-3326,-3200,2534,0,21,120,488,1557,75,8,0,0,0
France,2022-02-13,15:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,16:00,55069,112,666,3414,39767,14165,3041,2741,-3777,-6369,42,-2014,-191,-3326,-3200,2122,0,21,120,470,1553,76,8,0,0,0
France,2022-02-13,16:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,16:30,54996,113,706,3490,40200,14306,2098,2903,-3590,-6554,43,-2014,-191,-3326,-3200,2085,0,21,120,545,1569,137,8,0,0,0
France,2022-02-13,16:45,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,17:00,54973,112,705,3548,40235,14318,1227,3456,-3334,-6613,44,-2014,-915,-3326,-3200,4432,0,21,118,601,1572,577,8,0,0,0
France,2022-02-13,17:15,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-02-13,17:30,55940,113,664,3476,40485,14509,532,3528,-3386,-5285,43,-2014,-915,-3326,-3200,4253,0,21,116,526,1578,527,8,0,0,0
France,2022-02-13,17:45,,,,,,,,,,,,,,,,,,,,,,,,,,
